 Tiempo,Energia_pot,Energia_cin,Energia,Presion,Temperatura_md
  1.00000000000000002E-002 ,   16019.551102807480      ,   0.0000000000000000      ,   16019.551102807480      ,  -65.786546194313729      ,   0.0000000000000000     
  2.00000000000000004E-002 ,   13887.109749444768      ,   0.0000000000000000      ,   13887.109749444768      ,  -57.187533857451783      ,   0.0000000000000000     
  3.00000000000000024E-002 ,   12442.363732371441      ,   0.0000000000000000      ,   12442.363732371441      ,  -51.355601836436577      ,   0.0000000000000000     
  4.00000000000000008E-002 ,   11371.804315585921      ,   0.0000000000000000      ,   11371.804315585921      ,  -47.030413066905858      ,   0.0000000000000000     
  5.00000000000000028E-002 ,   10533.498309798484      ,   0.0000000000000000      ,   10533.498309798484      ,  -43.640994579700568      ,   0.0000000000000000     
  6.00000000000000047E-002 ,   9851.9808839421221      ,   0.0000000000000000      ,   9851.9808839421221      ,  -40.883631618061770      ,   0.0000000000000000     
  7.00000000000000067E-002 ,   9282.6450721971778      ,   0.0000000000000000      ,   9282.6450721971778      ,  -38.578720981465771      ,   0.0000000000000000     
  8.00000000000000017E-002 ,   8797.0733344265554      ,   0.0000000000000000      ,   8797.0733344265554      ,  -36.611798489420835      ,   0.0000000000000000     
  9.00000000000000105E-002 ,   8376.1250269985776      ,   0.0000000000000000      ,   8376.1250269985776      ,  -34.905738838385680      ,   0.0000000000000000     
  0.10000000000000001      ,   8006.3411960595140      ,   0.0000000000000000      ,   8006.3411960595140      ,  -33.406292339256176      ,   0.0000000000000000     
  0.11000000000000001      ,   7677.9282364869377      ,   0.0000000000000000      ,   7677.9282364869377      ,  -32.073971036243201      ,   0.0000000000000000     
  0.12000000000000001      ,   7383.5576753273726      ,   0.0000000000000000      ,   7383.5576753273726      ,  -30.879185237715163      ,   0.0000000000000000     
  0.13000000000000000      ,   7117.6166882139578      ,   0.0000000000000000      ,   7117.6166882139578      ,  -29.799355916161367      ,   0.0000000000000000     
  0.14000000000000001      ,   6875.7209396902435      ,   0.0000000000000000      ,   6875.7209396902435      ,  -28.816757942404422      ,   0.0000000000000000     
  0.15000000000000002      ,   6654.3872728054921      ,   0.0000000000000000      ,   6654.3872728054921      ,  -27.917331748797128      ,   0.0000000000000000     
  0.16000000000000000      ,   6450.8075459762322      ,   0.0000000000000000      ,   6450.8075459762322      ,  -27.089739642591297      ,   0.0000000000000000     
  0.17000000000000001      ,   6262.6810491522156      ,   0.0000000000000000      ,   6262.6810491522156      ,  -26.324673133501626      ,   0.0000000000000000     
  0.18000000000000002      ,   6088.1280847537964      ,   0.0000000000000000      ,   6088.1280847537964      ,  -25.614574214261030      ,   0.0000000000000000     
  0.19000000000000000      ,   5925.5604307285403      ,   0.0000000000000000      ,   5925.5604307285403      ,  -24.953008745733090      ,   0.0000000000000000     
  0.20000000000000001      ,   5773.6466533321109      ,   0.0000000000000000      ,   5773.6466533321109      ,  -24.334596286559925      ,   0.0000000000000000     
  0.21000000000000002      ,   5631.2561019357572      ,   0.0000000000000000      ,   5631.2561019357572      ,  -23.754766819000366      ,   0.0000000000000000     
  0.22000000000000003      ,   5497.4213786612590      ,   0.0000000000000000      ,   5497.4213786612590      ,  -23.209609383453959      ,   0.0000000000000000     
  0.23000000000000001      ,   5371.3090611279895      ,   0.0000000000000000      ,   5371.3090611279895      ,  -22.695753979968714      ,   0.0000000000000000     
  0.24000000000000002      ,   5252.1966122164677      ,   0.0000000000000000      ,   5252.1966122164677      ,  -22.210278412314025      ,   0.0000000000000000     
  0.25000000000000000      ,   5139.4539864462113      ,   0.0000000000000000      ,   5139.4539864462113      ,  -21.750634068877083      ,   0.0000000000000000     
  0.26000000000000001      ,   5032.5288426471052      ,   0.0000000000000000      ,   5032.5288426471052      ,  -21.314586246223989      ,   0.0000000000000000     
  0.27000000000000002      ,   4930.9345549864711      ,   0.0000000000000000      ,   4930.9345549864711      ,  -20.900165758791879      ,   0.0000000000000000     
  0.28000000000000003      ,   4834.2404165187090      ,   0.0000000000000000      ,   4834.2404165187090      ,  -20.505629392483321      ,   0.0000000000000000     
  0.29000000000000004      ,   4742.0635760526839      ,   0.0000000000000000      ,   4742.0635760526839      ,  -20.129427350795382      ,   0.0000000000000000     
  0.30000000000000004      ,   4654.0623567212824      ,   0.0000000000000000      ,   4654.0623567212824      ,  -19.770176275707279      ,   0.0000000000000000     
  0.31000000000000000      ,   4569.9306845144702      ,   0.0000000000000000      ,   4569.9306845144702      ,  -19.426636747500222      ,   0.0000000000000000     
  0.32000000000000001      ,   4489.3934149357110      ,   0.0000000000000000      ,   4489.3934149357110      ,  -19.097694409133574      ,   0.0000000000000000     
  0.33000000000000002      ,   4412.2023912844388      ,   0.0000000000000000      ,   4412.2023912844388      ,  -18.782344043597909      ,   0.0000000000000000     
  0.34000000000000002      ,   4338.1331027273318      ,   0.0000000000000000      ,   4338.1331027273318      ,  -18.479676072411184      ,   0.0000000000000000     
  0.35000000000000003      ,   4266.9818369954237      ,   0.0000000000000000      ,   4266.9818369954237      ,  -18.188865050981601      ,   0.0000000000000000     
  0.36000000000000004      ,   4198.5632432964994      ,   0.0000000000000000      ,   4198.5632432964994      ,  -17.909159820249265      ,   0.0000000000000000     
  0.37000000000000005      ,   4132.7082372181494      ,   0.0000000000000000      ,   4132.7082372181494      ,  -17.639875039299568      ,   0.0000000000000000     
  0.38000000000000000      ,   4069.2621921867335      ,   0.0000000000000000      ,   4069.2621921867335      ,  -17.380383875226922      ,   0.0000000000000000     
