Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

2.75,  -1495.8498079999999      ,   2244268.5176960002      ,   81.864947336229051      ,   6.7656981269610785E-003 ,  -1.4757320000000000      ,   33183.001936000001      ,   182.15604341076408      ,   66.238561240277846      ,              1000000 ,               402378

2.75,  -1496.0437520000000      ,   2244862.0800640001      ,   81.946154063278854      ,   6.7724094267172606E-003 ,  0.10583800000000000      ,   33142.265044000000      ,   182.05014101152943      ,   66.200051276919794      ,              1000000 ,               401259

2.75,  -1495.5491760000000      ,   2243370.4017280000      ,   81.872241289224348      ,   6.7663009329937476E-003 ,  0.56888600000000000      ,   32576.338260000000      ,   180.48826728826171      ,   65.632097195731532      ,              1000000 ,               401884

2.75,  -1495.6621840000000      ,   2243687.1741760001      ,   81.742311738475891      ,   6.7555629535930488E-003 ,  0.74467799999999995      ,   32886.002763999997      ,   181.34345375192430      ,   65.943074091608835      ,              1000000 ,               402532

2.75,  -1495.9466840000000      ,   2244520.7468320001      ,   81.634952449329830      ,   6.7466902850685812E-003 ,  0.68424200000000002      ,   33138.183052000000      ,   182.03767430091341      ,   66.195517927604882      ,              1000000 ,               401054

2.75,  -1495.5854760000000      ,   2243449.1035040002      ,   81.689580007817682      ,   6.7512049593237752E-003 ,  0.29605399999999998      ,   32760.201916000002      ,   180.99755321006162      ,   65.817292076386039      ,              1000000 ,               402358

2.75,  -1495.8928000000001      ,   2244335.4411840001      ,   81.487251101995980      ,   6.7344835621484279E-003 ,  0.54129200000000000      ,   32734.231968000000      ,   180.92523033278343      ,   65.790992848284887      ,              1000000 ,               401756

2.75,  -1495.3965120000000      ,   2242886.4769600001      ,   81.705256001275174      ,   6.7525004959731547E-003 ,   3.7006019999999999      ,   33249.294851999999      ,   182.30633668865599      ,   66.293213341329448      ,              1000000 ,               402019

2.75,  -1495.1796039999999      ,   2242217.3014239999      ,   81.579735268039826      ,   6.7421268816561840E-003 ,   1.9364859999999999      ,   33029.603236000003      ,   181.73016606488810      ,   66.083696750868398      ,              1000000 ,               402092

