Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

2.15,  -2575.5261879999998      ,   6641817.3753119996      ,   92.099024089232287      ,   1.2452545171610641E-002 ,  -1336.7633040000001      ,   1793573.2060880000      ,   81.468246372456804      ,   37.892207615096190      ,              1000000 ,               127499

2.15,  -2575.5897439999999      ,   6642146.7604799997      ,   92.109885908162639      ,   1.2454013778821342E-002 ,  -1336.8522840000001      ,   1793720.6906240000      ,   80.911441638270446      ,   37.633228668963000      ,              1000000 ,               127329

2.15,  -2576.5037360000001      ,   6646621.7369919997      ,   90.830806283120722      ,   1.2281071698637199E-002 ,  -1339.2484300000001      ,   1798992.4859480001      ,   73.526380915525621      ,   34.198316704895639      ,              1000000 ,               126575

2.15,  -2573.9515040000001      ,   6633790.5888000000      ,   92.543199945418024      ,   1.2512601398785565E-002 ,  -1334.7720919999999      ,   1788284.2231999999      ,   81.655897631117412      ,   37.979487270287173      ,              1000000 ,               127577

2.15,  -2576.0264720000000      ,   6644341.5155199999      ,   91.810299396272640      ,   1.2413507219615014E-002 ,  -1337.6310120000001      ,   1795500.0364880001      ,   79.014632972987172      ,   36.750992080459149      ,              1000000 ,               127470

2.15,  -2576.5884120000001      ,   6647139.3240160001      ,   91.276936645123783      ,   1.2341392191065954E-002 ,  -1339.0171220000000      ,   1798630.3099160001      ,   75.255942667920991      ,   35.002764031591163      ,              1000000 ,               126902

2.15,  -2574.0858600000001      ,   6634374.7876000004      ,   91.960714155883892      ,   1.2433844531623026E-002 ,  -1335.7579519999999      ,   1790554.6513600000      ,   79.406202709649605      ,   36.933117539371914      ,              1000000 ,               127321

2.15,  -2574.7891760000002      ,   6638083.5284160003      ,   92.434991043652644      ,   1.2497970665718314E-002 ,  -1336.0775380000000      ,   1791885.6775239999      ,   82.355873960868635      ,   38.305057656217969      ,              1000000 ,               126884

2.15,  -2575.2947680000002      ,   6640678.1494079996      ,   92.385103343692649      ,   1.2491225438573913E-002 ,  -1336.7974720000000      ,   1793488.8881760000      ,   80.382877719133702      ,   37.387384985643585      ,              1000000 ,               127556

