Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

1.2,  -3181.7791040000002      ,   10123872.671808001      ,   12.425987162273490      ,   5.3932235947367580E-003 ,  -1595.2484059999999      ,   2544828.7391400002      ,   3.3559342156279452      ,   2.7966118463566212      ,              1000000 ,                 2899

1.2,  -3181.7915840000001      ,   10123951.665376000      ,   12.408922707924441      ,   5.3858171475366498E-003 ,  -1595.2517580000001      ,   2544839.4068840002      ,   3.3519370384117031      ,   2.7932808653430858      ,              1000000 ,                 2908

1.2,  -3181.7587480000002      ,   10123743.140176000      ,   12.426170024273301      ,   5.3933029619241757E-003 ,  -1595.2432220000001      ,   2544812.1996439998      ,   3.3559360927398698      ,   2.7966134106165583      ,              1000000 ,                 2956

1.2,  -3181.7453959999998      ,   10123658.645616001      ,   12.445105415577183      ,   5.4015214477331520E-003 ,  -1595.2392400000001      ,   2544799.5328159998      ,   3.3615443209605136      ,   2.8012869341337616      ,              1000000 ,                 2920

1.2,  -3181.7847720000000      ,   10123908.506800000      ,   12.416580403153166      ,   5.3891407999796725E-003 ,  -1595.2500239999999      ,   2544833.8847599998      ,   3.3534591095310726      ,   2.7945492579425606      ,              1000000 ,                 2971

1.2,  -3181.7873880000002      ,   10123925.153616000      ,   12.416568774685775      ,   5.3891357529018118E-003 ,  -1595.2509580000001      ,   2544836.8539800001      ,   3.3518621812567670      ,   2.7932184843806391      ,              1000000 ,                 2918

1.2,  -3181.7466760000002      ,   10123666.416368000      ,   12.430049515208111      ,   5.3949867687535201E-003 ,  -1595.2389040000000      ,   2544798.4405279998      ,   3.3585254023873334      ,   2.7987711686561112      ,              1000000 ,                 2996

1.2,  -3181.7840440000000      ,   10123903.863151999      ,   12.416138651152666      ,   5.3889490673405668E-003 ,  -1595.2494760000000      ,   2544832.1314400001      ,   3.3527245227870521      ,   2.7939371023225434      ,              1000000 ,                 2952

1.2,  -3181.7649919999999      ,   10123782.608991999      ,   12.415501409122413      ,   5.3886724865982692E-003 ,  -1595.2438040000000      ,   2544814.0482720002      ,   3.3547088711315043      ,   2.7955907259429202      ,              1000000 ,                 2964

