Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

0.2,  -3200.0000000000000      ,   10240000.000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,  -1600.0000000000000      ,   2560000.0000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,              1000000 ,                    0

