 r,g(r)
   1.6379624605178833E-002 ,   0.0000000000000000     
   2.7299374341964722E-002 ,   0.0000000000000000     
   3.8219124078750610E-002 ,   0.0000000000000000     
   4.9138873815536499E-002 ,   0.0000000000000000     
   6.0058623552322388E-002 ,   0.0000000000000000     
   7.0978373289108276E-002 ,   0.0000000000000000     
   8.1898123025894165E-002 ,   0.0000000000000000     
   9.2817872762680054E-002 ,   0.0000000000000000     
  0.10373762249946594      ,   0.0000000000000000     
  0.11465737223625183      ,   0.0000000000000000     
  0.12557712197303772      ,   0.0000000000000000     
  0.13649687170982361      ,   0.0000000000000000     
  0.14741662144660950      ,   0.0000000000000000     
  0.15833637118339539      ,   0.0000000000000000     
  0.16925612092018127      ,   0.0000000000000000     
  0.18017587065696716      ,   0.0000000000000000     
  0.19109562039375305      ,   8.8669707618708529     
  0.20201537013053894      ,   0.0000000000000000     
  0.21293511986732483      ,   0.0000000000000000     
  0.22385486960411072      ,   0.0000000000000000     
  0.23477461934089661      ,   0.0000000000000000     
  0.24569436907768250      ,   0.0000000000000000     
  0.25661411881446838      ,   0.0000000000000000     
  0.26753386855125427      ,   0.0000000000000000     
  0.27845361828804016      ,   0.0000000000000000     
  0.28937336802482605      ,   3.8674637542284351     
  0.30029311776161194      ,   0.0000000000000000     
  0.31121286749839783      ,   1.6718806175952634     
  0.32213261723518372      ,   1.5604645978857363     
  0.33305236697196960      ,   1.4598255338873727     
  0.34397211670875549      ,   1.3686170860193674     
  0.35489186644554138      ,   3.8570903108990122     
  0.36581161618232727      ,   2.4201800208373370     
  0.37673136591911316      ,   1.1409613735871345     
  0.38765111565589905      ,   1.0775913951546303     
  0.39857086539268494      ,   1.0193577846083706     
  0.40949061512947083      ,   1.9314401825454641     
  0.42041036486625671      ,   0.0000000000000000     
  0.43133011460304260      ,  0.87040655096766861     
  0.44224986433982849      ,  0.82795632291803634     
  0.45316961407661438      ,   0.0000000000000000     
  0.46408936381340027      ,   3.0074722753863496     
  0.47500911355018616      ,   1.4353965351698634     
  0.48592886328697205      ,   2.0574178076483709     
  0.49684861302375793      ,   3.9359585236641346     
  0.50776836276054382      ,  0.62808279097882780     
  0.51868811249732971      ,   3.6114992451585080     
  0.52960786223411560      ,  0.57735200015299082     
  0.54052761197090149      ,  0.55426106177114098     
  0.55144736170768738      ,   1.0650563495176204     
  0.56236711144447327      ,   1.5361466878520762     
  0.57328686118125916      ,   1.4781858985656027     
  0.58420661091804504      ,   2.8468892966668151     
  0.59512636065483093      ,  0.91445922232738330     
  0.60604611039161682      ,  0.88180349855635909     
  0.61696586012840271      ,  0.85086625562903972     
  0.62788560986518860      ,   2.4645869936967375     
  0.63880535960197449      ,  0.39684163485727642     
  0.64972510933876038      ,   1.5344593032971119     
  0.66064485907554626      ,   3.7103843594205053     
  0.67156460881233215      ,   2.1544230537126943     
  0.68248435854911804      ,  0.34767241787521608     
  0.69340410828590393      ,   2.0208513177215792     
  0.70432385802268982      ,  0.97933812957607336     
  0.71524360775947571      ,  0.94966352227790918     
  0.72616335749626160      ,   2.4568466511372020     
  0.73708310723304749      ,   1.4903698387152158     
  0.74800285696983337      ,   2.6049128071120915     
  0.75892260670661926      ,  0.28116576254776454     
  0.76984235644340515      ,  0.54649226276972129     
  0.78076210618019104      ,  0.79696936788413453     
  0.79168185591697693      ,   1.5502719506930016     
  0.80260160565376282      ,  0.75418764701912566     
  0.81352135539054871      ,   1.2234619737792498     
  0.82444110512733459      ,   1.9060279820266215     
  0.83536085486412048      ,   2.0885890292029905     
  0.84628060460090637      ,   2.0350384364125045     
  0.85720035433769226      ,   1.5427387599695788     
  0.86812010407447815      ,   1.9339358465121519     
  0.87903985381126404      ,   2.0957631115064328     
  0.88995960354804993      ,   1.2267897019359633     
  0.90087935328483582      ,   1.1972299520288918     
  0.91179910302162170      ,  0.77915055984694881     
  0.92271885275840759      ,   2.2824553840136259     
  0.93363860249519348      ,   1.6720330849353386     
  0.94455835223197937      ,   1.4520864489970711     
  0.95547810196876526      ,   1.4190859210517330     
  0.96639785170555115      ,   1.2137979935973784     
  0.97731760144233704      ,   1.3563723740434130     
  0.98823735117912292      ,  0.99492240407301058     
  0.99915710091590881      ,   1.6221575287970922     
   1.0100768506526947      ,   2.0634559135936548     
   1.0209966003894806      ,   1.2428026278505835     
   1.0319163501262665      ,   1.3687192559335941     
   1.0428360998630524      ,   1.0423819105865135     
   1.0537558495998383      ,   1.6042561375908733     
   1.0646755993366241      ,   1.1429217195777290     
   1.0755953490734100      ,  0.97985403702056550     
   1.0865150988101959      ,   1.2346169349758229     
   1.0974348485469818      ,   1.0757065615206514     
   1.1083545982837677      ,   1.5819224376664145     
   1.1192743480205536      ,   1.1634048537617601     
   1.1301940977573395      ,   2.0285020083167229     
   1.1411138474941254      ,   1.6167653565530826     
   1.1520335972309113      ,   1.3422210690268701     
   1.1629533469676971      ,   1.3171335620500257     
   1.1738730967044830      ,   1.0576987390959334     
   1.1847928464412689      ,   2.6534128180998420     
   1.1957125961780548      ,   1.6990241020876498     
   1.2066323459148407      ,   1.1122745939449257     
   1.2175520956516266      ,   1.4201370042104067     
   1.2284718453884125      ,   1.2876946135256626     
   1.2393915951251984      ,  0.63255203225290291     
   1.2503113448619843      ,   1.1395109129154157     
   1.2612310945987701      ,   1.4252822995706054     
   1.2721508443355560      ,   1.4009190979471768     
   1.2830705940723419      ,   2.1641325824320350     
   1.2939903438091278      ,   1.1605971652611362     
   1.3049100935459137      ,  0.95104527557238550     
   1.3158298432826996      ,   1.5900539956923436     
   1.3267495930194855      ,   1.1959909193676594     
   1.3376693427562714      ,   1.0860409334049155     
   1.3485890924930573      ,   1.7808742116308571     
   1.3595088422298431      ,   1.2266665859038557     
   1.3704285919666290      ,   1.7245658568409801     
   1.3813483417034149      ,  0.93357434782169735     
   1.3922680914402008      ,   1.0860761927871299     
   1.4031878411769867      ,   1.6449817571026331     
   1.4141075909137726      ,   2.1055773030166578     
   1.4250273406505585      ,  0.79747373609435257     
   1.4359470903873444      ,   1.2566256537824954     
   1.4468668401241302      ,   1.4698036461013779     
   1.4577865898609161      ,   1.4478666885464582     
   1.4687063395977020      ,   1.7267155662661844     
   1.4796260893344879      ,   1.2574997205271177     
   1.4905458390712738      ,   1.4578145750504168     
   1.5014655888080597      ,   1.2930184800760560     
   1.5123853385448456      ,   1.4160158010251296     
   1.5233050882816315      ,   1.1166298802910963     
   1.5342248380184174      ,   1.1007914260359417     
   1.5451445877552032      ,   1.2887790007244158     
   1.5560643374919891      ,   1.2038726041371957     
   1.5669840872287750      ,   1.7807286329402645     
   1.5779038369655609      ,  0.91060524115380004     
   1.5888235867023468      ,   1.2830448473743623     
   1.5997433364391327      ,   2.0249419616156836     
   1.6106630861759186      ,   1.1236377939210627     
   1.6215828359127045      ,   1.2933149079715345     
   1.6325025856494904      ,   1.7014279551718898     
   1.6434223353862762      ,  0.95936732411994685     
   1.6543420851230621      ,   1.2426018322998793     
   1.6652618348598480      ,   1.4015530330363308     
   1.6761815845966339      ,   1.9597476793852948     
   1.6871013343334198      ,   1.7637732334064511     
   1.6980210840702057      ,   1.2918291793169674     
   1.7089408338069916      ,   1.7189809738757622     
   1.7198605835437775      ,   1.0949819441485793     
   1.7307803332805634      ,   1.7839944690332463     
   1.7417000830173492      ,   1.3346172957245241     
   1.7526198327541351      ,  0.94898765765755899     
   1.7635395824909210      ,   1.3538372038809294     
   1.7744593322277069      ,  0.97720355263905745     
   1.7853790819644928      ,  0.91448202764983511     
   1.7962988317012787      ,   1.0037750372820382     
   1.8072185814380646      ,  0.94209743384543787     
   1.8181383311748505      ,   1.7636494083334455     
   1.8290580809116364      ,  0.96814101749567116     
   1.8399778306484222      ,   1.1001864411382429     
   1.8508975803852081      ,   1.1345146658225542     
   1.8618173301219940      ,   1.4482756191015971     
   1.8727370798587799      ,   1.2929093897370763     
   1.8836568295955658      ,   1.0953965381253490     
   1.8945765793323517      ,   1.2181566518337530     
   1.9054963290691376      ,   1.2488363107380367     
   1.9164160788059235      ,   1.2787396119880743     
   1.9273358285427094      ,   1.1335020350757150     
   1.9382555782794952      ,   1.6380428958519131     
   1.9491753280162811      ,   1.4066171252118873     
   1.9600950777530670      ,   1.0537789452518744     
   1.9710148274898529      ,   1.2922475216896632     
   1.9819345772266388      ,   1.2368198159651684     
   1.9928543269634247      ,   1.4679633537452101     
   2.0037740767002106      ,   1.0083384640901176     
   2.0146938264369965      ,   1.5959001831473083     
   2.0256135761737823      ,  0.98671258272216122     
   2.0365333259105682      ,   1.0542523767540104     
   2.0474530756473541      ,   1.3134540406442494     
   2.0583728253841400      ,   1.1084441296407035     
   2.0692925751209259      ,   1.0589565289678033     
   2.0802123248577118      ,   1.3472589609984997     
   2.0911320745944977      ,   1.5554293312246796     
   2.1020518243312836      ,   1.1728084095615596     
   2.1129715740680695      ,   1.5959868496755445     
   2.1238913238048553      ,  0.96931098287221662     
   2.1348110735416412      ,   1.2792268543172278     
   2.1457308232784271      ,   1.3014132220961117     
   2.1566505730152130      ,   1.4275399351239195     
   2.1675703227519989      ,   1.3442566813987888     
   2.1784900724887848      ,   1.5696783192239949     
   2.1894098222255707      ,   1.3513563121631353     
   2.2003295719623566      ,   1.8731673191562130     
   2.2112493216991425      ,   1.1591953867108982     
   2.2221690714359283      ,   1.3446018148238119     
   2.2330888211727142      ,   1.0392069095778691     
   2.2440085709095001      ,   1.3185569272344990     
   2.2549283206462860      ,   1.2102697356541385     
   2.2658480703830719      ,   1.4509763255399066     
   2.2767678201198578      ,   1.2184036554905158     
   2.2876875698566437      ,   1.3924614222462393     
   2.2986073195934296      ,   1.1647108385028846     
   2.3095270693302155      ,   1.2144453497707572     
   2.3204468190670013      ,   1.1729661364452872     
   2.3313665688037872      ,   1.3109787773297032     
   2.3422863185405731      ,   1.8005865129562131     
   2.3532060682773590      ,   1.3452470266052081     
   2.3641258180141449      ,  0.98514890953944645     
   2.3750455677509308      ,   1.4928755091576333     
   2.3859653174877167      ,   1.5645829248631973     
   2.3968850672245026      ,   1.2120992783945406     
   2.4078048169612885      ,   1.4525294587596560     
   2.4187245666980743      ,   1.1072643820662578     
   2.4296443164348602      ,   1.2893672463371277     
   2.4405640661716461      ,   1.3866087424615632     
   2.4514838159084320      ,   1.1856562778255757     
   2.4624035656452179      ,   1.0149142022866253     
   2.4733233153820038      ,   1.2177559239908791     
   2.4842430651187897      ,   1.4169998229801282     
   2.4951628148555756      ,   1.7427746660133747     
   2.5060825645923615      ,   1.3924103101322154     
   2.5170023143291473      ,   1.2014199927144185     
   2.5279220640659332      ,   1.2924300510586868     
   2.5388418138027191      ,   1.1808393346369765     
   2.5497615635395050      ,   1.3700227954256121     
   2.5606813132762909      ,   1.3336655867655616     
   2.5716010630130768      ,   1.2733869815913004     
   2.5825208127498627      ,   1.4811752115345274     
   2.5934405624866486      ,   1.3483408579678451     
   2.6043603122234344      ,   1.1221734578325073     
   2.6152800619602203      ,   1.1128220666938471     
   2.6261998116970062      ,   1.0801065058042785     
   2.6371195614337921      ,   1.2807587635347304     
   2.6480393111705780      ,   1.1778381371567828     
   2.6589590609073639      ,   1.2369004734412063     
   2.6698788106441498      ,  0.99961757135013685     
   2.6807985603809357      ,   1.1492277921092329     
   2.6917183101177216      ,   1.2963822860358671     
   2.7026380598545074      ,   1.3524411460576000     
   2.7135578095912933      ,   1.1216473672739087     
   2.7244775593280792      ,   1.1344913782745054     
   2.7353973090648651      ,   1.6232475783978533     
   2.7463170588016510      ,   1.0306334265604089     
   2.7572368085384369      ,   1.2568059164825442     
   2.7681565582752228      ,   1.6907252315061319     
   2.7790763080120087      ,   1.3839083855018879     
   2.7899960577487946      ,   1.4355101408310638     
   2.8009158074855804      ,   1.0527722395165724     
   2.8118355572223663      ,   1.2084718445181193     
   2.8227553069591522      ,   1.1381668386540469     
   2.8336750566959381      ,   1.5932772936540900     
   2.8445948064327240      ,   1.1607843451727820     
   2.8555145561695099      ,   1.2115056860195814     
   2.8664343059062958      ,   1.3205510638128908     
   2.8773540556430817      ,   1.7017549780454362     
   2.8882738053798676      ,   1.2035921785913863     
   2.8991935551166534      ,   1.4450112775793102     
   2.9101133048534393      ,   1.1664723160783184     
   2.9210330545902252      ,   1.2147067166898715     
