# Temperature, Energy, Err Energy, Var Energy, Cv, Magnetization, Err Magnetization, Var Magnetization, X, Neff
3.600000000000000089e+00 -2.695979470000009997e+02 7.182041474931706582e-02 3.839618301709215586e+01 7.406671106692160403e-03 6.127212777777778285e+01 1.561784575312478995e-01 4.607082283076433527e+01 1.279745078632342725e+01 5.431851111111111186e-01
1.850000000000000089e+00 -7.839485291555481581e+02 1.407307850301166285e-02 2.366765353010451989e+01 1.728827869255260274e-02 3.838109893333332820e+02 5.705982357723252997e-03 8.003822902857551824e+00 4.326390758301379869e+00 3.930377777777777776e-02
3.200000000000000178e+00 -3.285009789111122700e+02 5.365029882403218875e-02 4.443146581910745141e+01 1.084752583474302839e-02 1.002628691111111152e+02 1.071656912598909633e-01 5.342971716714103536e+01 1.669678661473156822e+01 4.687885555555555417e-01
2.350000000000000089e+00 -6.460625264666584826e+02 1.008647533127057933e-01 4.751731782939757665e+01 2.151078217718314922e-02 3.272391891111111022e+02 6.662536204520370930e-02 2.699267708554514300e+01 1.148624556831708254e+01 1.536962222222222063e-01
2.950000000000000178e+00 -3.890429538230052913e+02 1.061778797141333941e-01 5.126027130245382324e+01 1.472573148591031951e-02 1.483000004444444357e+02 1.711513103680198933e-01 5.730456063722775895e+01 1.942527479228059661e+01 4.013202222222222448e-01
2.450000000000000178e+00 -6.025799802969826260e+02 1.545377305910404786e-01 5.245964809110753890e+01 2.184908292007810282e-02 3.037023317777777720e+02 1.148968426737399656e-01 3.430605994955950422e+01 1.400247344879979394e+01 1.928981111111111313e-01
1.949999999999999956e+00 -7.656831526000000849e+02 4.366235002737613863e-02 2.773675866180069249e+01 1.823587025759414171e-02 3.777249437777778098e+02 1.462946692867612974e-02 1.012910481340358615e+01 5.194412724822352168e+00 5.337288888888889332e-02
1.550000000000000044e+00 -8.193993765328582413e+02 8.510932462529170045e-03 1.377654212452056903e+01 1.433563176328883290e-02 3.945110853333333125e+02 2.769792290656089995e-03 3.968239369742871947e+00 2.560154432092175192e+00 1.358855555555555511e-02
1.350000000000000089e+00 -8.312880561535680499e+02 4.668415263624126413e-03 8.771874972780775437e+00 1.203275030559776936e-02 3.977595171111111085e+02 1.159937588790614345e-03 2.358481472571853477e+00 1.747023313016187851e+00 5.592555555555555474e-03
1.149999999999999911e+00 -8.371494679757179256e+02 1.958584288426621321e-03 4.937807578283571530e+00 9.334229826623009069e-03 3.992848442222222047e+02 4.685632360462473468e-04 1.267041200766191755e+00 1.101774957187992676e+00 1.802444444444444406e-03
1.199999999999999956e+00 -8.361257737754996242e+02 5.492383254253269467e-03 5.775452383766543463e+00 1.002682705515024926e-02 3.990228933333333430e+02 1.451340529766449857e-03 1.496358261808157897e+00 1.246965218173464729e+00 2.438333333333333585e-03
3.500000000000000000e+00 -2.816360352666677045e+02 5.141115888254962213e-02 3.949536425385987570e+01 8.060278419155075813e-03 6.836036599999999908e+01 1.157332564823091159e-01 4.769531652585503423e+01 1.362723329310144038e+01 5.273727777777778014e-01
2.549999999999999822e+00 -5.552622335092140702e+02 1.127754400070434260e-01 5.611603559192753465e+01 2.157479261512015856e-02 2.746637704444444239e+02 9.030358058991830306e-02 4.238732542844388718e+01 1.662248056017407549e+01 2.365344444444444361e-01
2.299999999999999822e+00 -6.658003508444458021e+02 8.533362375604650052e-02 4.483322481614379740e+01 2.118772439326266702e-02 3.369566462222222185e+02 6.138893734900966598e-02 2.379287321023598167e+01 1.034472748271129916e+01 1.366641111111111251e-01
3.100000000000000089e+00 -3.494780397333336168e+02 9.613534608050139374e-02 4.686836278958195123e+01 1.219260218251351328e-02 1.163144951111110998e+02 1.346884376530956828e-01 5.535422371074162839e+01 1.785620119701342645e+01 4.443815555555555852e-01
1.699999999999999956e+00 -8.048832979999627923e+02 1.466070499765873003e-02 1.835007260547892827e+01 1.587376522965305500e-02 3.903065311111110987e+02 5.096932769258242374e-03 5.665469951943133964e+00 3.332629383495961495e+00 2.392333333333333117e-02
3.299999999999999822e+00 -3.106316556444442085e+02 4.162657684477513026e-02 4.248940713916477563e+01 9.754225697696230699e-03 8.735683199999999715e+01 8.415450187469393495e-02 5.145385385430259362e+01 1.559207692554624280e+01 4.902123333333333055e-01
1.899999999999999911e+00 -7.753578155999990713e+02 1.661579125663556825e-02 2.563438356263518969e+01 1.775234318742049261e-02 3.810021337777777717e+02 9.048411447785110334e-03 8.979177787437478742e+00 4.725883046019726308e+00 4.586366666666666370e-02
