# Temperature, Energy, Err Energy, Var Energy, Cv, Magnetization, Err Magnetization, Var Magnetization, X, Neff
2.049999999999999822e+00 -2.730708067111111632e+03 2.953340205667854823e-01 7.476565534828293380e+01 8.313460969171608816e-01 8.926501061111110635e-01 2.473177213131149679e-04 4.397987868583915372e+01 5.900393238613573788e-01 9.269499999999999962e-02
2.000000000000000111e-01 -3.200000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.250000000000000000e+00 -2.346659793333333255e+03 1.664237830638381155e+00 1.212201014355372735e+02 1.814223537157827471e+00 -2.403021124999999911e-02 1.482357471792423997e-01 1.102592924534174244e+03 3.387236736608190881e+02 1.800581111111111132e-01
3.500000000000000000e+00 -1.056208379111110844e+03 9.206878593316385195e-02 6.971848894968557886e+01 2.479935154725722013e-01 -2.871597222222222528e-05 7.468860361290109067e-05 9.910446705602880968e+01 1.753880563631053935e+00 5.479373333333333873e-01
1.199999999999999956e+00 -3.181771411555555460e+03 1.683139029785752847e-02 1.242233600704117258e+01 6.697679515069286660e-02 9.970288744444445461e-01 2.946528861251242313e-06 3.355181306092640092e+00 5.863151501452429533e-03 2.942666666666666347e-03
2.500000000000000000e+00 -1.770219729333333134e+03 4.573369296068087175e-01 9.321517119756134662e+01 8.689109370841903157e-01 -2.236466666666666638e-03 3.034586229155902728e-03 3.166789381404055348e+02 2.507306747942402581e+01 3.230922222222222251e-01
2.299999999999999822e+00 -2.188511130222222164e+03 2.749436034588874644e+00 1.300800763284849495e+02 1.999178728818624906e+00 -1.652345749999999808e-02 5.203693556883146748e-02 9.019280239773956964e+02 2.210832231337900566e+02 2.173793333333333411e-01
2.899999999999999911e+00 -1.375794876888888666e+03 1.890029436081485104e-01 7.799374543586786501e+01 4.520684555222714285e-01 2.009841666666666591e-04 5.735474620457292486e-04 1.500627127939156935e+02 4.853244501758576135e+00 4.391801111111111044e-01
2.649999999999999911e+00 -1.591309560888888882e+03 3.199073781777197478e-01 8.523178437685692188e+01 6.465350766378797909e-01 -5.163763888888888961e-05 2.090624818852960393e-03 2.149867674901739178e+02 1.090104239228356597e+01 3.736751111111111245e-01
2.200000000000000178e+00 -2.474558727555555834e+03 1.062498078271412183e+00 1.045455131983556498e+02 1.411460933714576926e+00 -8.022211611111110252e-02 4.121556626742792218e-01 1.060797026589605139e+03 3.246386239863842320e+02 1.504522222222222094e-01
2.220000000000000195e+00 -2.426861552444444897e+03 2.305192367355042293e+00 1.110459164116218744e+02 1.564059967228169645e+00 3.482619250000000555e-02 3.242800409307126652e-01 1.058375092408909040e+03 3.409437401970453720e+02 1.615050000000000097e-01
2.450000000000000178e+00 -1.844761195999999927e+03 2.940335054165913453e-01 9.791937305307719441e+01 9.983589756643714841e-01 7.382488888888889779e-04 5.715578852370002509e-03 3.839095728986939093e+02 3.759963582023716810e+01 3.028385555555555553e-01
2.100000000000000089e+00 -2.659397101333333467e+03 3.653568705508019043e-01 8.224163965006023602e+01 9.585787394808458206e-01 8.688970904166666287e-01 2.467600975623200415e-04 5.574313193311670744e+01 9.248705720177480272e-01 1.082897777777777765e-01
4.000000000000000000e+00 -8.915838293333331421e+02 8.153376948371417188e-02 6.618812985569388729e+01 1.711278699131334180e-01 -2.626375000000000075e-05 9.470164103243465363e-05 8.282046274051835155e+01 1.071757165406404200e+00 6.093343333333334222e-01
2.850000000000000089e+00 -1.413154678666666769e+03 3.284113007772606618e-01 7.907306361584299736e+01 4.811135818264503095e-01 -4.619444444444443490e-05 7.582327863805412649e-04 1.590154532489825669e+02 5.545246709444656474e+00 4.273732222222222377e-01
2.700000000000000178e+00 -1.541711495555555757e+03 2.692658475811555707e-01 8.337946639625374701e+01 5.960346393632753870e-01 -1.105704166666666440e-04 1.112715629432485965e-03 1.965363211676488788e+02 8.941391736884693131e+00 3.878592222222222441e-01
2.000000000000000000e+00 -2.792729123999999956e+03 2.739304962747727834e-01 6.820147955582606869e+01 7.267894708069312371e-01 9.112549356944446011e-01 1.490794225242887639e-04 3.519116950156733736e+01 3.870253792439244389e-01 7.930111111111111388e-02
2.600000000000000089e+00 -1.645235443555555548e+03 1.461744880424373783e-01 8.733674674473360255e+01 7.052263746934517297e-01 5.095502777777778831e-04 2.735541824793021829e-03 2.388120424024494923e+02 1.370955366815918097e+01 3.579294444444444112e-01
2.950000000000000178e+00 -1.340799370666666618e+03 3.355085060713372536e-01 7.694775773631893401e+01 4.252343239587592638e-01 1.687477777777777728e-04 5.187872297496457863e-04 1.424836948860428265e+02 4.301206051584463452e+00 4.505268888888888656e-01
1.800000000000000044e+00 -2.974863177777778219e+03 1.232089751580086046e-01 4.771589446751092112e+01 4.391994032288524252e-01 9.568413065277777685e-01 4.000776414568754755e-05 1.811994103783515087e+01 1.140049875589025513e-01 4.141344444444444717e-02
2.750000000000000000e+00 -1.495678443999999899e+03 2.655521288787046075e-01 8.172471436174073744e+01 5.519792313154493479e-01 -4.932184722222222829e-04 8.269446603622631654e-04 1.815594295621980336e+02 7.491862691905855520e+00 4.019257777777777707e-01
1.000000000000000000e+00 -3.195456384000000071e+03 4.758116153826972596e-03 6.107125105714334090e+00 2.331062910017660944e-02 9.992756747222223401e-01 7.924074993916448670e-07 1.582641129856819706e+00 1.565471955756139299e-03 7.195555555555555299e-04
