Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

1.95,  -711.81943999999999      ,   507656.15788800002      ,   31.132663331081460      ,   2.0468549198607140E-002 ,   370.46492000000001      ,   137455.70290400001      ,   14.541181292920731      ,   7.4570160476516572      ,              1000000 ,                67586

1.95,  -711.73593600000004      ,   507541.69539200002      ,   31.203410041273820      ,   2.0515062486044591E-002 ,   370.39123599999999      ,   137405.38571199999      ,   14.687341706118932      ,   7.5319701057020163      ,              1000000 ,                67949

1.95,  -711.81900800000005      ,   507656.50454400002      ,   31.148104178197858      ,   2.0478700971859210E-002 ,   370.44205199999999      ,   137441.87876800000      ,   14.648033247822461      ,   7.5118119219602368      ,              1000000 ,                67314

1.95,  -711.74061600000005      ,   507545.99200000003      ,   31.165486293984404      ,   2.0490129055874034E-002 ,   370.41422200000000      ,   137420.76760399999      ,   14.631190796880063      ,   7.5031747676308012      ,              1000000 ,                67339

1.95,  -711.82190800000001      ,   507659.05508800002      ,   31.122763039928628      ,   2.0462040131445515E-002 ,   370.46071200000000      ,   137453.44632799999      ,   14.570764992032426      ,   7.4721871754012446      ,              1000000 ,                67625

1.95,  -711.79061999999999      ,   507616.03361599997      ,   31.147181188922403      ,   2.0478094141303353E-002 ,   370.43138399999998      ,   137432.85144000000      ,   14.609626547059767      ,   7.4921161779793675      ,              1000000 ,                67287

1.95,  -711.76826000000005      ,   507585.17556800001      ,   31.162792310259047      ,   2.0488357863418176E-002 ,   370.43728199999998      ,   137434.34116400001      ,   14.510729425238992      ,   7.4413997052507650      ,              1000000 ,                67546

1.95,  -711.71962399999995      ,   507515.99702399998      ,   31.163662129131161      ,   2.0488929736443891E-002 ,   370.43217199999998      ,   137430.94598399999      ,   14.524184361347755      ,   7.4482996724860282      ,              1000000 ,                67213

1.95,  -711.75913600000001      ,   507571.23827199999      ,   31.147561582465531      ,   2.0478344235677536E-002 ,   370.41395599999998      ,   137420.15560000000      ,   14.617003811659362      ,   7.4958993905945448      ,              1000000 ,                67175

