Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

3,  -325.73097200000001      ,   107598.85092800000      ,   38.706392339447056      ,   1.0751775649846404E-002 ,   3.1634359999999999      ,   4265.3289839999998      ,   65.232826526787136      ,   21.744275508929046      ,              1000000 ,               462472

3,  -323.83408800000001      ,   106228.61372800000      ,   36.879495349153586      ,   1.0244304263653773E-002 ,  -6.3737640000000004      ,   4101.8446960000001      ,   63.727700636946757      ,   21.242566878982252      ,              1000000 ,               464234

3,  -327.18040400000001      ,   108451.87393600000      ,   37.481424391247153      ,   1.0411506775346432E-002 ,  -4.0822279999999997      ,   4079.1301520000002      ,   63.737473801179291      ,   21.245824600393096      ,              1000000 ,               461086

3,  -328.38445999999999      ,   109388.53556800001      ,   39.397741033064506      ,   1.0943816953629030E-002 ,  -3.6261120000000000      ,   4817.4542560000000      ,   69.313098096705033      ,   23.104366032235010      ,              1000000 ,               459878

3,  -327.85361999999998      ,   108985.85544000000      ,   38.702187184907530      ,   1.0750607551363202E-002 , -0.92287600000000003      ,   5584.6081279999999      ,   74.724536986779810      ,   24.908178995593271      ,              1000000 ,               460341

3,  -324.97567199999997      ,   107019.78390400000      ,   37.557908782950541      ,   1.0432752439708483E-002 ,   5.9742519999999999      ,   3900.1116400000001      ,   62.164458921802705      ,   20.721486307267568      ,              1000000 ,               462919

3,  -323.87825199999997      ,   106457.96203200000      ,   39.507466552849372      ,   1.0974296264680381E-002 ,  -10.882389999999999      ,   4123.4360520000000      ,   63.285145491559867      ,   21.095048497186621      ,              1000000 ,               463895

3,  -325.38111600000002      ,   107325.42475200001      ,   38.112387783954738      ,   1.0586774384431872E-002 ,  -1.6236340000000000      ,   4588.7391799999996      ,   67.720772238907927      ,   22.573590746302642      ,              1000000 ,               463205

3,  -326.93827599999997      ,   108378.94062400000      ,   38.604459718377612      ,   1.0723461032882671E-002 ,  -5.1208080000000002      ,   4949.4559280000003      ,   70.165755560865563      ,   23.388585186955186      ,              1000000 ,               460721

