Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

2.1,  -664.71856000000002      ,   443553.86886400002      ,   41.268690983921616      ,   2.3394949537370532E-002 ,   8.9455999999999994E-002 ,   121452.05183200000      ,   348.49970420306539      ,   165.95224009669781      ,              1000000 ,               108333

2.1,  -664.86554799999999      ,   443742.67019199999      ,   41.188266225464197      ,   2.3349357270671313E-002 ,  -168.89879600000000      ,   121541.16307200000      ,   304.98255652045145      ,   145.22978881926258      ,              1000000 ,               108667

2.1,  -664.88074400000005      ,   443764.73520000000      ,   41.210817245068114      ,   2.3362141295390087E-002 ,   193.96852000000001      ,   121562.37304000001      ,   289.72156683445161      ,   137.96265087354837      ,              1000000 ,               108153

2.1,  -664.79870800000003      ,   443646.58907200000      ,   41.100692372887195      ,   2.3299712229527890E-002 ,  -127.76160200000000      ,   121549.02995600000      ,   324.38557768555864      ,   154.46932270740888      ,              1000000 ,               107906

2.1,  -664.79178000000002      ,   443652.10651200003      ,   41.279483480678380      ,   2.3401067732810872E-002 ,   8.1002500000000008      ,   121495.00177200000      ,   348.46719748340371      ,   165.93676070638270      ,              1000000 ,               108375

2.1,  -664.53566799999999      ,   443328.66910399997      ,   41.485118534165665      ,   2.3517640892384162E-002 ,  -118.11661200000000      ,   121322.74384000000      ,   327.67546415568171      ,   156.03593531222938      ,              1000000 ,               108688

2.1,  -664.87793999999997      ,   443755.75358399999      ,   41.147034952185933      ,   2.3325983532985223E-002 ,  -215.65330800000001      ,   121582.08480000000      ,   273.99951742413185      ,   130.47596067815803      ,              1000000 ,               108019

2.1,  -664.70350800000006      ,   443535.78628800000      ,   41.292042096436539      ,   2.3408187129499172E-002 ,  -152.54841200000001      ,   121440.33024800000      ,   313.31982421206328      ,   149.19991629145869      ,              1000000 ,               108629

2.1,  -664.85877200000004      ,   443730.32318399998      ,   41.147739654225909      ,   2.3326383023937591E-002 ,  -85.265078000000003      ,   121536.53277200001      ,   338.03313335478509      ,   160.96815874037384      ,              1000000 ,               107933

