Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

8,  -102.91549999999999      ,   11458.762736000001      ,   29.447624619822935      ,   1.1502978367118335E-003 ,  0.39414600000000000      ,   695.31630800000005      ,   26.365905198393701      ,   3.2957381497992126      ,              1000000 ,               810404

8,  -102.60735600000000      ,   11379.995568000000      ,   29.184346192595541      ,   1.1400135231482633E-003 , -0.23896400000000001      ,   729.28338399999996      ,   27.004190049077643      ,   3.3755237561347053      ,              1000000 ,               810727

8,  -102.32414400000000      ,   11367.594816000001      ,   29.956040637361685      ,   1.1701578373969409E-003 ,  0.90500599999999998      ,   676.00998800000002      ,   25.984436729318649      ,   3.2480545911648311      ,              1000000 ,               810691

8,  -102.54117200000000      ,   11398.824944000000      ,   29.734373860339062      ,   1.1614989789194947E-003 ,  0.62092400000000003      ,   698.80462399999999      ,   26.427619593641499      ,   3.3034524492051873      ,              1000000 ,               810866

8,  -103.29318800000000      ,   11526.916368000000      ,   29.281968526665956      ,   1.1438268955728890E-003 ,  0.26961800000000002      ,   700.48459600000001      ,   26.465296184514468      ,   3.3081620230643085      ,              1000000 ,               809324

8,  -103.04744800000000      ,   11484.926880000001      ,   29.430432220531458      ,   1.1496262586145100E-003 ,  -1.2155060000000000      ,   753.98333200000002      ,   27.431840571933265      ,   3.4289800714916581      ,              1000000 ,               810957

8,  -103.06463200000000      ,   11456.577888000000      ,   28.883551005798704      ,   1.1282637111640118E-003 , -0.48267399999999999      ,   712.97441200000003      ,   26.697217791555062      ,   3.3371522239443827      ,              1000000 ,               810822

8,  -102.74011600000000      ,   11409.053936000000      ,   29.215107398511208      ,   1.1412151327543441E-003 ,   2.3101820000000002      ,   731.16572399999995      ,   26.941209756187192      ,   3.3676512195233990      ,              1000000 ,               810446

8,  -102.77538400000000      ,   11411.653472000000      ,   29.135440886531004      ,   1.1381031596301174E-003 ,  0.60625200000000001      ,   707.73676799999998      ,   26.596413790443552      ,   3.3245517238054441      ,              1000000 ,               810396

