Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

10,  -80.739159999999998      ,   7369.8670080000002      ,   29.172847829692603      ,   7.2932119574231505E-004 ,   8.7494000000000002E-002 ,   639.68066799999997      ,   25.291757803679126      ,   2.5291757803679125      ,              1000000 ,               849085

10,  -80.839759999999998      ,   7388.9960959999999      ,   29.222068700596814      ,   7.3055171751492038E-004 ,   9.3705999999999998E-002 ,   601.41940399999999      ,   24.523674748812912      ,   2.4523674748812914      ,              1000000 ,               849764

10,  -81.768327999999997      ,   7516.3180480000001      ,   28.814208024591213      ,   7.2035520061478032E-004 ,   1.2443160000000000      ,   601.42452000000003      ,   24.492370193432567      ,   2.4492370193432569      ,              1000000 ,               848362

10,  -81.956568000000004      ,   7552.7375359999996      ,   28.911217505691017      ,   7.2278043764227541E-004 ,  0.54039800000000004      ,   649.86141199999997      ,   25.486651055044401      ,   2.5486651055044400      ,              1000000 ,               848678

10,  -80.867120000000000      ,   7392.5311680000004      ,   29.206849725802339      ,   7.3017124314505850E-004 ,  -5.7666000000000002E-002 ,   600.94481199999996      ,   24.514107910190081      ,   2.4514107910190082      ,              1000000 ,               849005

10,  -81.008895999999993      ,   7375.8846080000003      ,   28.520928751728707      ,   7.1302321879321772E-004 ,  0.63282400000000005      ,   626.89722400000005      ,   25.029917254857718      ,   2.5029917254857716      ,              1000000 ,               849450

10,  -81.735392000000004      ,   7493.2999040000004      ,   28.506588687640900      ,   7.1266471719102250E-004 ,  -1.3047100000000000      ,   608.55558799999994      ,   24.634393027146007      ,   2.4634393027146007      ,              1000000 ,               848616

10,  -81.298924000000000      ,   7464.5375199999999      ,   29.240767370953584      ,   7.3101918427383964E-004 , -0.41928199999999999      ,   634.83738000000005      ,   25.192490599471821      ,   2.5192490599471822      ,              1000000 ,               848728

10,  -81.454136000000005      ,   7488.0160960000003      ,   29.210269161606554      ,   7.3025672904016383E-004 ,  0.92286000000000001      ,   618.63915199999997      ,   24.855331046284618      ,   2.4855331046284617      ,              1000000 ,               848951

