Temperatura, Energy_med,Energy2_med,var_energy,Cv,Magnetization_med,Magnetization2_med,var_magnetization,X,N_tot,N_fav

2.7,  -387.67602313999180      ,   152139.24379493264      ,   42.971442578684396      ,   1.4736434354830038E-002 ,   34.443114000000001      ,   10541.800492000000      ,   96.723690944788729      ,   35.823589238810641      ,              1000000 ,               385934

2.7,  -387.80694234000515      ,   152250.56964273998      ,   43.085323668691331      ,   1.4775488226574528E-002 ,   36.011034000000002      ,   10605.535948000001      ,   96.481818899991950      ,   35.734006999997014      ,              1000000 ,               385734

2.7,  -387.92668835998683      ,   152345.14005191857      ,   43.104808432148531      ,   1.4782170244221030E-002 ,   35.744436000000000      ,   10699.210184000000      ,   97.064645876044395      ,   35.949868842979406      ,              1000000 ,               385535

2.7,  -387.65374403998635      ,   152119.52264866745      ,   42.942954957107816      ,   1.4726664937279770E-002 ,   34.824404000000001      ,   10588.715488000000      ,   96.829625497803008      ,   35.862824258445556      ,              1000000 ,               384663

2.7,  -387.75358242002648      ,   152203.49306135872      ,   43.019209451063475      ,   1.4752815312436031E-002 ,   34.483842000000003      ,   10581.035884000001      ,   96.911818293328068      ,   35.893266034565947      ,              1000000 ,               384801

2.7,  -387.96006856001247      ,   152368.07502687853      ,   43.070410141870504      ,   1.4770373848378085E-002 ,   36.566056000000003      ,   10671.887784000000      ,   96.616827378075627      ,   35.784010140028009      ,              1000000 ,               385177

2.7,  -387.85118746000205      ,   152287.32635860486      ,   43.113602777675823      ,   1.4785186137748908E-002 ,   35.937145999999998      ,   10654.341236000000      ,   96.761886987463626      ,   35.837735921282821      ,              1000000 ,               384974

2.7,  -387.99037445999846      ,   152394.99453490839      ,   43.109904445481817      ,   1.4783917848244791E-002 ,   35.719845999999997      ,   10701.598572000001      ,   97.085998855325599      ,   35.957777353824291      ,              1000000 ,               384682

2.7,  -387.70967182000612      ,   152166.37101440539      ,   42.983501388655398      ,   1.4740569749195950E-002 ,   34.200781999999997      ,   10554.011204000000      ,   96.872688176742969      ,   35.878773398793690      ,              1000000 ,               385179

